Vuosi;Tunnusluku;Helsingin seudun liikenne;Hämeenlinna;Lahti;Riihimäki;Hyvinkää;Lappeenranta;Imatra;Kotka;Kouvola;Mikkeli;Savonlinna;Joensuu;Kuopio;Kokkola;Seinäjoki;Vaasa;Jyväskylä;Tampere;Turku;Pori;Rauma;Salo;Oulu;Kajaani;Kemi;Rovaniemi;Uusimaa;Kaakkois-Suomi;Pohjois-Savo;Etelä-Pohjanmaa;Keski-Suomi;Pirkanmaa;Varsinais-Suomi;Pohjois-Pohjanmaa;Lappi
2013;Joukkoliikenteen lippualue;HSL;Hämeenlinna;Lahti;Riihimäki;Hyvinkää;Lappeenranta;Imatra;Kotka;Kouvola;Mikkeli;Savonlinna;Joensuu;Kuopio;Kokkola;Seinäjoki;Vaasa;Jyväskylä;Tampere;Turku;Pori;Rauma;Salo;Oulu;Kajaani;Kemi;Rovaniemi;;;;;;;;;
2013;Toimivaltainen viranomainen:;HSL;Hämeenlinna;Lahti;Riihimäki;Hyvinkää;Lappeenranta;Imatra;Kotka;Kouvola;Mikkeli;Savonlinna;Joensuu;Kuopio;Kokkola;Seinäjoki;Vaasa;Jyväskylä;Tampere;Turku;Pori;Rauma;Salo;Oulu;Kajaani;Kemi;Rovaniemi;UUD-ELY;KaS-ELY;PoS-ELY;EPO-ELY;KES-ELY;PIR-ELY;VAR-ELY;POP-ELY;LAP-ELY
2014;Brutto: Lähdöt tammikuussa;0;0;0;0;0;0;0;0;0;0;226,8333333;0;0;0;0;0;0;76865;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt helmikuussa;0;0;0;0;0;0;0;0;0;0;226,8333333;0;0;0;0;0;0;71140;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt maaliskuussa;0;0;0;0;0;0;0;0;0;0;226,8333333;0;0;0;0;0;0;77369;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt huhtikuussa;0;0;0;0;0;0;0;0;0;0;226,8333333;0;0;0;0;0;0;71087;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt toukokuussa;0;0;0;0;0;7613;0;0;0;0;226,8333333;0;0;0;0;0;0;75898;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt kesäkuussa;0;0;0;0;0;7025;0;0;0;0;226,8333333;0;0;0;0;0;0;74796;0;0;0;0;24404;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt heinäkuussa;0;0;29633;0;0;7931;0;0;0;0;226,8333333;0;0;0;0;0;0;81042;0;0;0;0;24404;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt elokuussa;0;0;29317;0;0;7812;0;0;0;0;226,8333333;0;0;0;0;0;0;92424;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt syyskuussa;0;0;30540;0;0;7820;0;0;0;0;226,8333333;0;0;0;0;0;0;92134;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt lokakuussa;0;0;31701;0;0;8122;0;0;0;0;226,8333333;0;0;0;0;0;0;95633;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt marraskuussa;0;0;29578;0;0;7422;0;0;0;0;226,8333333;0;0;0;0;0;0;88336;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Lähdöt joulukuussa;0;0;31684;0;0;7231;0;0;0;0;226,8333333;0;0;0;0;0;0;89646;0;0;220;0;32704;0;0;496;0;0;0;0;0;0;0;0;0
2014;Brutto: Talviliikenteen keskimääräisen arkivuorokauden lähtömäärä (syyskuu-huhtikuu);0;0;682,33;0;0;232;0;0;0;0;115;0;0;0;0;0;0;3499;3900;0;12;0;1379;0;0;0;0;0;0;0;0;0;0;0;0
2014;Brutto: Talviliikenteen keskimääräisen lauantain lähtömäärä (syyskuu-huhtikuu);0;0;466,62;0;0;191;0;0;0;0;24;0;0;0;0;0;0;2189;2600;0;0;0;712;0;0;0;0;0;0;0;0;0;0;0;0
2014;Brutto: Talviliikenteen keskimääräisen sunnuntain lähtömäärä (syyskuu-huhtikuu);0;0;307,21;0;0;103;0;0;0;0;16;0;0;0;0;0;0;1600;1700;0;0;0;540;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt tammikuussa;0;0;0;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt helmikuussa;0;0;0;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt maaliskuussa;0;0;0;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt huhtikuussa;0;0;0;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt toukokuussa;0;0;0;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt kesäkuussa;0;0;0;0;0;0;0;0;4276;0;0;12225;0;0;2295,666667;0;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt heinäkuussa;0;0;5504;0;0;0;0;0;4276;0;0;12225;0;0;2295,666667;3324;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt elokuussa;0;0;7173;0;0;0;0;0;5516;0;0;12225;0;0;2295,666667;7120;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt syyskuussa;0;0;7236;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;11968;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt lokakuussa;0;0;7532;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;11968;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt marraskuussa;0;0;6877;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;11968;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Lähdöt joulukuussa;0;0;7524;0;0;0;0;0;6756;0;0;12225;0;0;2295,666667;10916;0;0;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Talviliikenteen keskimääräisen arkivuorokauden lähtömäärä (syyskuu-huhtikuu);0;0;318,5;0;0;0;0;0;299;0;31;0;0;0;106;526;0;0;0;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Talviliikenteen keskimääräisen lauantain lähtömäärä (syyskuu-huhtikuu);0;0;539,75;0;0;0;0;0;96;0;6;0;0;0;48;59;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0
2014;KOS: Talviliikenteen keskimääräisen sunnuntain lähtömäärä (syyskuu-huhtikuu);0;0;382,5;0;0;0;0;0;98;0;0;0;0;0;0;40;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0
2014;Pysäkkitehokkuusindeksi (nousijaa/pysäkki);31 605;260;919;;;1 249;;0;546;;;882;2 715;1 207;;669;;;;;0;;1 756;;;16;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat tammikuussa;30547000;39000;0;0;0;0;0;0;74220;0;6727;123416,6667;421748;15083,33333;59905;0;0;2835216;0;0;0;0;48272;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat helmikuussa;28577000;39000;0;0;0;0;0;0;74220;0;5671;123416,6667;421748;15083,33333;43942;0;0;2602996;0;0;0;0;44797;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat maaliskuussa;32043000;39000;0;0;0;0;0;0;74220;0;6378;123416,6667;421748;15083,33333;48660;0;0;2890504;0;0;0;0;39703;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat huhtikuussa;29392000;39000;0;0;0;0;0;0;74220;0;5810;123416,6667;421748;15083,33333;34519;0;0;2600403;0;0;0;0;35677;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat toukokuussa;29694000;39000;0;0;0;102095;0;0;74220;0;5467;123416,6667;421748;15083,33333;29397;0;0;2475118;0;0;0;0;30116;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat kesäkuussa;24010000;39000;0;0;0;64602;0;0;19035;0;5548;123416,6667;421748;15083,33333;10829;0;0;1807735;0;0;0;0;21401;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat heinäkuussa;21360000;39000;297115;0;0;63014;0;0;19035;0;18073;123416,6667;421748;15083,33333;9781;24254;0;1888884;0;0;0;0;211162;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat elokuussa;28198000;39000;475823;0;0;95668;0;0;46628;0;34461;123416,6667;421748;15083,33333;26125;56501;0;2561610;0;0;0;0;428000;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat syyskuussa;30269000;39000;594289;0;0;149237;0;0;74220;0;44369;123416,6667;421748;15083,33333;35407;86040;0;3041121;0;0;0;0;588702;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat lokakuussa;32511000;39000;612416;0;0;155741;0;0;74220;0;45500;123416,6667;421748;15083,33333;38146;100923;0;3213383;0;0;0;0;666728;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat marraskuussa;31368000;39000;647801;0;0;171225;0;0;74220;0;49222;123416,6667;421748;15083,33333;44481;113743;0;3234978;0;0;0;0;749091;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Nousijat joulukuussa;29054000;39000;591756;0;0;151165;0;0;74220;0;40563;123416,6667;421748;15083,33333;37921;98790;0;2897064;0;0;0;0;648528;0;0;1605,75;0;0;0;0;0;0;0;0;0
2014;PSA: Arkipäivän keskimääräinen nousumäärä (syyskuu-huhtikuu arkipäivien keskiarvo);1193087,997;0;0;0;0;6404;0;0;3472;0;2064;0;0;0;0;4300;0;125000;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Lauantain keskimääräinen nousumäärä (syyskuu-huhtikuu lauantaiden keskiarvo);712769,8332;0;0;0;0;3497;0;0;583;0;265;0;0;0;0;1900;0;65000;40000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Sunnuntain keskimääräinen nousumäärä (syyskuu-huhtikuu sunnuntaiden keskiarvo);478363,7208;0;0;0;0;1530;0;0;612;0;101;0;0;0;0;400;0;42000;20000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit tammikuussa;0;77166,66667;0;0;0;0;0;0;99564;0;21298;255083,3333;424143,6667;36916,66667;42408,08333;0;0;1105952;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit helmikuussa;0;77166,66667;0;0;0;0;0;0;99564;0;18613;255083,3333;424143,6667;36916,66667;42408,08333;0;0;1024485;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit maaliskuussa;0;77166,66667;0;0;0;0;0;0;99564;0;21262;255083,3333;424143,6667;36916,66667;42408,08333;0;0;1112660;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit huhtikuussa;0;77166,66667;0;0;0;0;0;0;99564;0;20573;255083,3333;424143,6667;36916,66667;42408,08333;0;0;1064158;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit toukokuussa;0;77166,66667;0;0;0;124796,2;0;0;99564;0;21114;255083,3333;424143,6667;36916,66667;42408,08333;0;0;1090978;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit kesäkuussa;0;77166,66667;0;0;0;91932,6;0;0;38764;0;16707;255083,3333;424143,6667;36916,66667;42408,08333;0;0;845121;0;0;0;0;512309,1147;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit heinäkuussa;0;77166,66667;591399,9;0;0;103259,6;0;0;38764;0;52367;255083,3333;424143,6667;36916,66667;42408,08333;48400;0;1269743;0;0;0;0;512309,1147;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit elokuussa;0;77166,66667;693677,9;0;0;119371,7;0;0;69164;0;65758;255083,3333;424143,6667;36916,66667;42408,08333;75800;0;1460568;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit syyskuussa;0;77166,66667;637634,22;0;0;128683,5;0;0;99564;0;78792;255083,3333;424143,6667;36916,66667;42408,08333;100000;0;1542337;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit lokakuussa;0;77166,66667;731603;0;0;133991,8;0;0;99564;0;77689;255083,3333;424143,6667;36916,66667;42408,08333;100000;0;1601837;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit marraskuussa;0;77166,66667;686547,4;0;0;122612;0;0;99564;0;74227;255083,3333;424143,6667;36916,66667;42408,08333;100000;0;1479704;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Linja-kilometrit joulukuussa;0;77166,66667;725160,9;0;0;120417,8;0;0;99564;0;67407;255083,3333;424143,6667;36916,66667;42408,08333;100000;0;1463789;0;0;5700;0;1119318,407;0;0;11191,66667;0;0;0;0;0;0;0;0;0
2014;PSA: Talviliikenteen keskimääräisen arkivuorokauden tarjonta (syyskuu-huhtikuu);0;0;22722,43;0;0;0;0;0;4669;0;1154;0;0;0;0;4360;0;58378;38000;0;285;0;31711,977;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Talviliikenteen keskimääräisen lauantain tarjonta (syyskuu-huhtikuu);0;0;23911,5;0;0;0;0;0;1096;0;168;0;0;0;0;725;0;36676;24000;0;0;0;14740,668;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Talviliikenteen keskimääräisen sunnuntain tarjonta (syyskuu-huhtikuu);0;0;14981,85;0;0;0;0;0;450;0;0;0;0;0;0;482;0;26706;15000;0;0;0;11221,172;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt tammikuussa;0;0;0;0;0;0;0;0;6756;0;226,8333333;12225;0;0;2295,666667;0;0;76865;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt helmikuussa;0;0;0;0;0;0;0;0;6756;0;226,8333333;12225;0;0;2295,666667;0;0;71140;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt maaliskuussa;0;0;0;0;0;0;0;0;6756;0;226,8333333;12225;0;0;2295,666667;0;0;77369;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt huhtikuussa;0;0;0;0;0;0;0;0;6756;0;226,8333333;12225;0;0;2295,666667;0;0;71087;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt toukokuussa;0;0;0;0;0;7613;0;0;6756;0;226,8333333;12225;0;0;2295,666667;0;0;75898;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt kesäkuussa;0;0;0;0;0;7025;0;0;4276;0;226,8333333;12225;0;0;2295,666667;0;0;74796;0;0;0;0;24703;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt heinäkuussa;0;0;35137;0;0;7931;0;0;4276;0;226,8333333;12225;0;0;2295,666667;3324;0;81042;0;0;0;0;24703;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt elokuussa;0;0;36490;0;0;7812;0;0;5516;0;226,8333333;12225;0;0;2295,666667;7120;0;92424;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt syyskuussa;0;0;37776;0;0;7820;0;0;6756;0;226,8333333;12225;0;0;2295,666667;11968;0;92134;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt lokakuussa;0;0;39233;0;0;8122;0;0;6756;0;226,8333333;12225;0;0;2295,666667;11968;0;95633;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt marraskuussa;0;0;36455;0;0;7422;0;0;6756;0;226,8333333;12225;0;0;2295,666667;11968;0;88336;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Lähdöt joulukuussa;0;0;39208;0;0;7231;0;0;6756;0;226,8333333;12225;0;0;2295,666667;10916;0;89646;0;0;220;0;33003;0;0;496;0;0;0;0;0;0;0;0;0
2014;PSA: Talviliikenteen keskimääräisen arkivuorokauden lähtömäärä (syyskuu-huhtikuu);0;0;1000,83;0;0;232;0;0;299;0;146;0;0;0;106;526;0;3499;3900;0;12;0;1545;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Talviliikenteen keskimääräisen lauantain lähtömäärä (syyskuu-huhtikuu);0;0;1006,37;0;0;191;0;0;96;0;30;0;0;0;48;59;0;2189;2600;0;0;0;788;0;0;0;0;0;0;0;0;0;0;0;0
2014;PSA: Talviliikenteen keskimääräisen sunnuntain lähtömäärä (syyskuu-huhtikuu);0;0;689,71;0;0;103;0;0;98;0;16;0;0;0;0;40;0;1600;1700;0;0;0;592;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit tammikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit helmikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit maaliskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit huhtikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit toukokuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit kesäkuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit heinäkuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit elokuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit syyskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit lokakuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit marraskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Linja-kilometrit joulukuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt tammikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt helmikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt maaliskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt huhtikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt toukokuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt kesäkuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt heinäkuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt elokuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt syyskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt lokakuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt marraskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Lähdöt joulukuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset tammikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset helmikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset maaliskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset huhtikuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset toukokuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset kesäkuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset heinäkuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;1250,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset elokuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;1045,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset syyskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;884,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset lokakuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;799,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset marraskuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;615,74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;ME: Asiakashinnan mukaiset nousukorvaukset joulukuussa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427,1666667;0;816,75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus tammikuussa;38458478,72;0;0;0;0;0;0;0;0;0;14580,96;0;0;0;0;0;0;3371674;0;0;12963,74;0;52267,03916;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus helmikuussa;35663898,02;0;0;0;0;0;0;0;0;0;14132,49;0;0;0;0;0;0;3123996;0;0;10485,25;0;50055,14545;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus maaliskuussa;39375927,53;0;0;0;0;0;0;0;0;0;14539,48;0;0;0;0;0;0;3390706;0;0;14609,04;0;50540,05455;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus huhtikuussa;36914954,1;0;0;0;0;0;0;0;0;0;14151,56;0;0;0;0;0;0;3260740;0;0;13832,08;0;44258,64545;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus toukokuussa;37746378,73;0;0;0;0;305513,34;0;0;0;0;13662,34;0;0;0;0;0;0;3340575;0;0;14168,49;0;50706,91818;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus kesäkuussa;34395526,85;0;0;0;0;217222,6;0;0;0;0;13647,23;0;0;0;0;0;0;2491308;0;0;0;0;16795,30909;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus heinäkuussa;36364288,01;0;1195723,3;0;0;243966,91;0;0;0;0;82866,4;0;986010;0;0;0;0;3478371;0;0;0;0;1292892,25;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus elokuussa;37440634,61;0;1262519,92;0;0;289094,58;0;0;0;0;56298,03;0;1032239;0;0;0;0;4064035;0;0;9934,02;0;1908231,49;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus syyskuussa;40184320,69;0;1307045,33;0;0;317742,55;0;0;0;0;41847,67;0;1035155;0;0;0;0;4318118;0;0;14942,51;0;2084924,92;0;0;23939,25;0;0;0;0;0;0;0;0;0
2014;Brutto: Maksettu liikennöintikorvaus lokakuussa;40397268,65;0;1384651,94;0;0;332823,83;0;0;0;0;37350,71;0;1032594;0;0;0;0;4488251;0;0;14573,14;0;2064878,04;0;0;23939,25;0;0;0;0;0;0;0;0;0
