Vuosi;Tunnusluku;Helsingin seudun liikenne;Hämeenlinna;Lahti;Riihimäki;Hyvinkää;Lappeenranta;Imatra;Kotka;Kouvola;Mikkeli;Savonlinna;Joensuu;Kuopio;Kokkola;Seinäjoki;Vaasa;Jyväskylä;Tampere;Turku;Pori;Rauma;Salo;Oulu;Kajaani;Kemi;Rovaniemi;Uusimaa;Kaakkois-Suomi;Pohjois-Savo;Etelä-Pohjanmaa;Keski-Suomi;Pirkanmaa;Varsinais-Suomi;Pohjois-Pohjanmaa;Lappi
2013;Joukkoliikenteen lippualue;HSL;Hämeenlinna;Lahti;Riihimäki;Hyvinkää;Lappeenranta;Imatra;Kotka;Kouvola;Mikkeli;Savonlinna;Joensuu;Kuopio;Kokkola;Seinäjoki;Vaasa;Jyväskylä;Tampere;Turku;Pori;Rauma;Salo;Oulu;Kajaani;Kemi;Rovaniemi;;;;;;;;;
2013;Toimivaltainen viranomainen:;HSL;Hämeenlinna;Lahti;Riihimäki;Hyvinkää;Lappeenranta;Imatra;Kotka;Kouvola;Mikkeli;Savonlinna;Joensuu;Kuopio;Kokkola;Seinäjoki;Vaasa;Jyväskylä;Tampere;Turku;Pori;Rauma;Salo;Oulu;Kajaani;Kemi;Rovaniemi;UUD-ELY;KaS-ELY;PoS-ELY;EPO-ELY;KES-ELY;PIR-ELY;VAR-ELY;POP-ELY;LAP-ELY
2013;Siirtymäajan liikenne: Nousijat tammikuussa;182000,00;0,00;0,00;0,00;0,00;165081,00;25404,25;192355,04;116123,00;0,00;0,00;175000,00;0,00;0,00;2441,25;127201,00;521160,25;0,00;0,00;0,00;0,00;0,00;607464,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat helmikuussa;155000,00;0,00;0,00;0,00;0,00;143983,00;25404,25;177377,92;101516,00;0,00;0,00;175000,00;0,00;0,00;2441,25;108764,00;521160,25;0,00;0,00;0,00;0,00;0,00;566488,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat maaliskuussa;167000,00;0,00;0,00;0,00;0,00;155424,00;25404,25;189286,56;107419,00;0,00;0,00;175000,00;0,00;0,00;2441,25;117131,00;521160,25;0,00;0,00;0,00;0,00;0,00;531731,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat huhtikuussa;169000,00;0,00;0,00;0,00;0,00;135149,00;25404,25;157198,59;111254,00;0,00;0,00;175000,00;0,00;0,00;2441,25;103544,00;521160,25;0,00;0,00;0,00;0,00;0,00;515761,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat toukokuussa;167000,00;0,00;0,00;0,00;0,00;92645,00;25404,25;83052,33;116123,00;0,00;0,00;175000,00;0,00;0,00;2441,25;68069,00;521160,25;0,00;0,00;0,00;0,00;0,00;343840,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat kesäkuussa;101000,00;0,00;0,00;0,00;0,00;51564,00;25404,25;159720,71;30890,00;0,00;0,00;175000,00;0,00;0,00;2441,25;27100,00;521160,25;0,00;0,00;0,00;0,00;0,00;194462,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat heinäkuussa;84000,00;0,00;0,00;0,00;0,00;50040,00;25404,25;103986,18;33714,00;0,00;0,00;175000,00;0,00;0,00;2441,25;22030,00;521160,25;0,00;0,00;0,00;0,00;0,00;182713,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat elokuussa;143000,00;0,00;0,00;0,00;0,00;83621,00;25404,25;124537,14;71681,00;0,00;0,00;175000,00;0,00;0,00;2441,25;48437,00;521160,25;0,00;0,00;0,00;0,00;0,00;276301,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat syyskuussa;167000,00;0,00;0,00;0,00;0,00;123431,00;25404,25;144260,83;106385,00;0,00;0,00;175000,00;0,00;0,00;2441,25;70722,00;521160,25;0,00;0,00;0,00;0,00;0,00;354524,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat lokakuussa;183000,00;0,00;0,00;0,00;0,00;133077,00;25404,25;165242,61;116123,00;0,00;0,00;175000,00;0,00;0,00;2441,25;92512,00;521160,25;0,00;0,00;0,00;0,00;0,00;450989,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat marraskuussa;183000,00;0,00;0,00;0,00;0,00;151730,00;25404,25;177081,09;107419,00;0,00;0,00;175000,00;0,00;0,00;2441,25;112677,00;521160,25;0,00;0,00;0,00;0,00;0,00;532149,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat joulukuussa;139000,00;0,00;0,00;0,00;0,00;132937,00;25404,25;152900,25;111254,00;0,00;0,00;175000,00;0,00;0,00;2441,25;92444,00;521160,25;0,00;0,00;0,00;0,00;0,00;464623,00;0,00;0,00;68750,00;0,00;140680,00;135821,00;140589,50;116398,25;53655,75;422916,67;137750,00;69333,33
2013;Siirtymäajan liikenne: Nousijat vuodessa;1840000,00;0,00;0,00;0,00;0,00;0,00;304851,00;1826999,27;1129901,00;0,00;0,00;2100000,00;0,00;0,00;29295,00;990631,00;6253923,00;0,00;0,00;0,00;0,00;0,00;5021045,00;0,00;0,00;825000,00;0,00;1688160,00;1629852,00;1687074,00;1396779,00;643869,00;5075000,00;1653000,00;832000,00
2013;Siirtymäajan liikenne: Linjakilometrit tammikuussa;0,00;0,00;0,00;0,00;0,00;120730,00;49553,75;0,00;121464,00;0,00;0,00;158333,33;0,00;0,00;4591,67;61167,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit helmikuussa;0,00;0,00;0,00;0,00;0,00;109506,00;49553,75;0,00;106440,00;0,00;0,00;158333,33;0,00;0,00;4591,67;54724,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit maaliskuussa;0,00;0,00;0,00;0,00;0,00;117973,00;49553,75;0,00;113018,00;0,00;0,00;158333,33;0,00;0,00;4591,67;58351,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit huhtikuussa;0,00;0,00;0,00;0,00;0,00;115989,00;49553,75;0,00;116456,00;0,00;0,00;158333,33;0,00;0,00;4591,67;59328,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit toukokuussa;0,00;0,00;0,00;0,00;0,00;109826,00;49553,75;0,00;121464,00;0,00;0,00;158333,33;0,00;0,00;4591,67;59330,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit kesäkuussa;0,00;0,00;0,00;0,00;0,00;72067,00;49553,75;0,00;51850,00;0,00;0,00;158333,33;0,00;0,00;4591,67;33916,00;0,00;0,00;0,00;0,00;0,00;0,00;62713,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit heinäkuussa;0,00;0,00;0,00;0,00;0,00;81384,00;49553,75;0,00;56880,00;0,00;0,00;158333,33;0,00;0,00;4591,67;38211,00;0,00;0,00;0,00;0,00;0,00;0,00;62713,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit elokuussa;0,00;0,00;0,00;0,00;0,00;103638,00;49553,75;0,00;86038,00;0,00;0,00;158333,33;0,00;0,00;4591,67;49181,00;0,00;0,00;0,00;0,00;0,00;0,00;62713,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit syyskuussa;0,00;0,00;0,00;0,00;0,00;115928,00;49553,75;0,00;111448,00;0,00;0,00;158333,33;0,00;0,00;4591,67;59334,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit lokakuussa;0,00;0,00;0,00;0,00;0,00;122883,00;49553,75;0,00;121464,00;0,00;0,00;158333,33;0,00;0,00;4591,67;65484,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit marraskuussa;0,00;0,00;0,00;0,00;0,00;116758,00;49553,75;0,00;113018,00;0,00;0,00;158333,33;0,00;0,00;4591,67;60616,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit joulukuussa;0,00;0,00;0,00;0,00;0,00;102956,00;49553,75;0,00;116456,00;0,00;0,00;158333,33;0,00;0,00;4591,67;50974,00;0,00;0,00;0,00;0,00;0,00;0,00;196323,00;0,00;0,00;64183,33;3105495,42;404575,00;1119947,75;555117,67;341030,83;494174,67;1650000,00;634828,17;408119,75
2013;Siirtymäajan liikenne: Linjakilometrit vuodessa;0,00;0,00;0,00;0,00;0,00;1289638,00;594645,00;0,00;1235996,00;0,00;0,00;1900000,00;0,00;0,00;55100,00;650616,00;0,00;0,00;0,00;0,00;0,00;0,00;1955046,00;0,00;0,00;770200,00;37265945,00;4854900,00;13439373,00;6661412,00;4092370,00;5930096,00;19800000,00;7617938,00;4897437,00
2013;Siirtymäajan liikenne: Lähdöt tammikuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7484,00;0,00;0,00;86,67;0,00;0,00;126,00;8672,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt helmikuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6584,00;0,00;0,00;86,67;0,00;0,00;126,00;8449,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt maaliskuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7030,00;0,00;0,00;86,67;0,00;0,00;126,00;8704,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt huhtikuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7184,00;0,00;0,00;86,67;0,00;0,00;126,00;8602,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt toukokuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7484,00;0,00;0,00;86,67;0,00;0,00;126,00;8551,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt kesäkuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3810,00;0,00;0,00;86,67;0,00;0,00;126,00;3901,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt heinäkuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4126,00;0,00;0,00;86,67;0,00;0,00;126,00;3936,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt elokuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5695,00;0,00;0,00;86,67;0,00;0,00;126,00;5480,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt syyskuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6884,00;0,00;0,00;86,67;0,00;0,00;126,00;8704,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt lokakuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7484,00;0,00;0,00;86,67;0,00;0,00;126,00;8602,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt marraskuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7030,00;0,00;0,00;86,67;0,00;0,00;126,00;8704,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt joulukuussa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7184,00;0,00;0,00;86,67;0,00;0,00;126,00;8340,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5308,33;43616,33;0,00;10192,17;10467,33;6688,33;7593,50;25666,67;5829,75;4043,75
2013;Siirtymäajan liikenne: Lähdöt vuodessa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77979,00;0,00;0,00;1040,00;0,00;0,00;1512,00;90645,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;63700,00;523396,00;0,00;122306,00;125608,00;80260,00;91122,00;308000,00;69957,00;48525,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki tammikuussa;818048,00;0,00;0,00;0,00;0,00;0,00;102988,83;224383,59;135261,61;0,00;0,00;102272,73;0,00;0,00;1082,50;189433,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki helmikuussa;799023,00;0,00;0,00;0,00;0,00;0,00;102988,83;218272,63;106360,70;0,00;0,00;88363,64;0,00;0,00;1082,50;146938,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki maaliskuussa;873579,00;0,00;0,00;0,00;0,00;0,00;102988,83;225871,34;119269,29;0,00;0,00;80181,82;0,00;0,00;1082,50;159052,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki huhtikuussa;843620,00;0,00;0,00;0,00;0,00;0,00;102988,83;220906,14;99391,95;0,00;0,00;70363,64;0,00;0,00;1082,50;127831,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki toukokuussa;790520,00;0,00;0,00;0,00;0,00;0,00;102988,83;109424,91;96948,90;0,00;0,00;57272,73;0,00;0,00;1082,50;72230,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki kesäkuussa;443588,00;0,00;0,00;0,00;0,00;0,00;102988,83;143848,72;39564,37;0,00;0,00;32727,27;0,00;0,00;1082,50;35689,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki heinäkuussa;367706,00;0,00;0,00;0,00;0,00;0,00;102988,83;171948,97;29629,81;0,00;0,00;28636,36;0,00;0,00;1082,50;27102,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki elokuussa;702961,00;0,00;0,00;0,00;0,00;0,00;102988,83;166746,79;31916,92;0,00;0,00;42545,45;0,00;0,00;1082,50;79729,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki syyskuussa;844682,00;0,00;0,00;0,00;0,00;0,00;102988,83;159830,73;99552,46;0,00;0,00;65454,55;0,00;0,00;1082,50;102871,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki lokakuussa;910060,00;0,00;0,00;0,00;0,00;0,00;102988,83;190088,77;99069,17;0,00;0,00;75272,73;0,00;0,00;1082,50;138942,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki marraskuussa;912590,00;0,00;0,00;0,00;0,00;0,00;102988,83;218133,70;125148,55;0,00;0,00;81818,18;0,00;0,00;1082,50;150654,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki joulukuussa;681481,00;0,00;0,00;0,00;0,00;0,00;102988,83;186954,21;102332,54;0,00;0,00;70363,64;0,00;0,00;1082,50;112318,00;347603,92;0,00;0,00;0,00;0,00;0,00;405609,46;0,00;0,00;82281,67;0,00;0,00;0,00;0,00;45478,75;160343,28;251219,15;12780,00;0,00
2013;Siirtymäajan liikenne: Maksettu liikennöintikorvaus ja lipputuki vuodessa;8987858,00;0,00;0,00;0,00;0,00;0,00;1235866,00;2236410,50;1084446,27;0,00;0,00;795272,73;0,00;0,00;12990,00;1342789,00;4171247,00;0,00;0,00;0,00;0,00;0,00;4867313,53;0,00;0,00;987380,00;0,00;0,00;0,00;0,00;545745,00;1924119,35;3014629,78;153360,00;0,00
2013;Siirtymäajan liikenne: Lipputulot tammikuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;293920,22;0,00;0,00;333333,33;0,00;0,00;7333,33;151192,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot helmikuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;256984,40;0,00;0,00;333333,33;0,00;0,00;7333,33;118060,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot maaliskuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;271982,74;0,00;0,00;333333,33;0,00;0,00;7333,33;125424,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot huhtikuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;281608,28;0,00;0,00;333333,33;0,00;0,00;7333,33;105388,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot toukokuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;293920,22;0,00;0,00;333333,33;0,00;0,00;7333,33;62567,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot kesäkuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;86091,60;0,00;0,00;333333,33;0,00;0,00;7333,33;33456,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot heinäkuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;94304,14;0,00;0,00;333333,33;0,00;0,00;7333,33;24820,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot elokuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;189299,41;0,00;0,00;333333,33;0,00;0,00;7333,33;64355,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot syyskuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;269296,34;0,00;0,00;333333,33;0,00;0,00;7333,33;86799,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot lokakuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;293920,22;0,00;0,00;333333,33;0,00;0,00;7333,33;112957,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot marraskuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;271982,74;0,00;0,00;333333,33;0,00;0,00;7333,33;123033,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot joulukuussa;0,00;0,00;0,00;0,00;0,00;0,00;50819,67;0,00;281608,28;0,00;0,00;333333,33;0,00;0,00;7333,33;97503,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;95000,00;0,00;636414,00;48841,97;0,00;495833,33;0,00;2830833,33;905916,67;693750,00
2013;Siirtymäajan liikenne: Lipputulot vuodessa;0,00;0,00;0,00;0,00;0,00;0,00;609836,00;0,00;2884918,59;0,00;0,00;4000000,00;0,00;0,00;88000,00;1105554,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1140000,00;0,00;7636968,00;586103,64;0,00;5950000,00;0,00;33970000,00;10871000,00;8325000,00
2013;Negatiivisia voittaneita tarjouksia yhteensä;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2013;Negatiivisten voittaneiden tarjousten yhteissumma;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2013;Voittaneiden ja 2. halvimman tarjouksen suhde (Brutto);2,02;;0;;0;;;;;0;;;;;;;0,95;0,96;1,60;;;0;;0;;0,86;0,83;0;0;0;0;0;0;0;0
2013;Tarjouskilpailujen kohteiden yhteenlaskettu arvo (toteutuneen mukaan) (Brutto);21408666,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14163856,00;9833894,34;12335596,43;0,00;0,00;0,00;0,00;0,00;0,00;92941,00;1611073,47;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2013;Tarjouskilpailujen kohteiden keskimääräinen arvo (toteutuneen mukaan) (Brutto);2676083,37;;0;;0;;;;;0;;;;;;;2832771,20;1638982,39;2055932,74;;;0;;0;;18588,20;805536,74;0;0;0;0;0;0;0;0
2013;Tarjouskohteiden määrä (Brutto);8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;6,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
